url_length,domain_length,path_length,num_dots,num_hyphens,num_digits,num_special_chars,num_subdirs,num_query_params,has_ip,has_at,has_https,has_port,suspicious_keyword,suspicious_tld,domain_entropy,is_popular_domain,label
35,26,1,2,0,14,1,3,0,0,0,1,0,0,0,3.6612262562697895,0,1
34,26,0,2,0,14,1,2,0,0,0,1,0,0,0,3.6612262562697895,0,1
41,33,0,2,0,5,1,2,0,0,0,1,0,0,0,3.6758711054575395,0,1
41,33,0,2,0,7,1,2,0,0,0,1,0,0,0,4.12728313431329,0,1
39,32,0,2,0,0,1,2,0,0,0,0,0,0,0,3.8011085007312415,1,1
41,32,1,2,0,0,1,3,0,0,0,1,0,0,0,3.8011085007312415,1,1
87,7,65,1,0,13,2,4,0,0,0,0,0,0,0,2.521640636343318,0,1
80,7,65,1,0,13,1,4,0,0,0,1,0,0,0,2.521640636343318,0,1
37,10,19,2,0,0,1,4,0,0,0,1,0,0,0,3.1219280948873624,0,1
34,25,1,2,0,0,1,3,0,0,0,1,0,0,0,3.364889451733241,1,1
37,25,4,2,0,0,1,4,0,0,0,1,0,0,0,3.364889451733241,1,1
171,31,5,2,0,0,8,4,7,0,0,1,0,0,0,3.728389858773972,1,1
44,35,1,2,0,0,1,3,0,0,0,1,0,0,0,3.897299717551716,1,1
38,29,1,2,0,0,1,3,0,0,0,1,0,0,0,3.745406425938248,0,1
314,31,16,2,2,50,8,3,3,0,0,1,0,0,0,3.781147020819124,0,1
43,34,1,2,2,6,1,3,0,0,0,1,0,0,0,4.395998870534841,0,1
43,34,1,2,2,6,1,3,0,0,0,1,0,0,0,4.1973257087065035,0,1
55,31,16,2,0,6,1,3,0,0,0,1,0,0,0,3.781147020819124,0,1
78,69,1,3,6,25,1,3,0,0,0,1,0,0,0,4.599264087395305,0,1
31,24,0,2,2,0,1,2,0,0,0,0,0,0,0,3.5220552088742005,0,1
33,24,1,2,2,0,1,3,0,0,0,1,0,0,0,3.5220552088742005,0,1
45,38,0,2,0,3,1,2,0,0,0,0,0,0,0,4.13569955274647,0,1
41,34,0,2,0,2,1,2,0,0,0,0,0,0,0,4.278351811711311,0,1
42,35,0,2,0,3,1,2,0,0,0,0,0,0,0,4.193429088311724,0,1
45,38,0,2,0,3,1,2,0,0,0,0,0,0,0,4.070167316018231,0,1
45,38,0,2,2,7,1,2,0,0,0,0,0,0,0,4.165837632423487,0,1
49,42,0,2,2,5,1,2,0,0,0,0,0,0,0,4.184482757226366,0,1
43,36,0,2,0,3,1,2,0,0,0,0,0,0,0,4.0860486123130375,0,1
55,46,1,2,4,4,1,3,0,0,0,1,0,1,0,4.398030705821854,1,1
78,69,1,3,6,26,1,3,0,0,0,1,0,0,0,4.519786646013218,0,1
31,22,1,1,1,2,1,3,0,0,0,1,0,0,0,3.8796640049025943,0,1
40,22,10,2,1,2,1,3,0,0,0,1,0,0,0,3.8796640049025943,0,1
38,31,0,2,1,6,1,2,0,0,0,0,0,0,0,4.063562746695365,0,1
32,15,9,2,0,1,1,3,0,0,0,1,0,0,0,3.323231428797621,0,1
26,17,1,1,1,0,1,3,0,0,0,1,0,0,0,3.85216872360328,0,1
32,17,7,1,1,0,1,3,0,0,0,1,0,0,0,3.85216872360328,0,1
31,16,7,2,0,0,1,3,0,0,0,1,0,0,0,3.202819531114783,0,1
78,35,1,2,1,18,2,3,1,0,0,1,0,0,0,4.218588646061331,0,1
42,35,0,2,1,6,1,2,0,0,0,0,0,0,0,4.218588646061331,0,1
21,12,1,1,1,0,1,3,0,0,0,1,0,0,0,3.2516291673878226,0,1
30,12,10,2,1,0,1,3,0,0,0,1,0,0,0,3.2516291673878226,0,1
24,15,1,1,1,0,1,3,0,0,0,1,0,0,0,3.323231428797621,0,1
33,15,10,2,1,0,1,3,0,0,0,1,0,0,0,3.323231428797621,0,1
34,26,0,2,0,0,1,2,0,0,0,1,0,0,0,3.796217602590056,1,1
98,71,19,4,6,26,1,4,0,0,0,1,0,0,0,4.455327929028652,0,1
41,32,1,2,1,2,1,3,0,0,0,1,0,0,0,4.030639062229566,0,1
36,12,16,1,0,10,1,4,0,0,0,1,0,0,1,3.584962500721156,0,1
66,58,0,2,5,10,1,2,0,0,0,1,0,0,0,4.46610072007239,0,1
29,21,0,2,1,6,1,2,0,0,0,1,0,0,0,3.880179922675738,0,1
192,27,1,2,2,19,5,3,4,0,0,1,0,0,0,3.884155094595804,1,1
41,32,1,2,0,1,1,3,0,0,0,1,0,0,0,3.9414280318460246,0,1
43,34,1,2,2,0,1,3,0,0,0,1,0,0,0,3.85586569475248,0,1
41,32,1,2,0,0,1,3,0,0,0,1,0,1,0,3.890319531114783,0,1
30,21,1,1,0,0,1,3,0,0,0,1,0,0,0,3.558518613048906,0,1
41,21,12,1,1,0,1,6,0,0,0,1,0,0,0,3.4399364703978077,0,1
35,13,14,3,2,3,1,3,0,0,0,1,0,0,0,2.931208948910323,0,1
233,23,16,2,0,31,4,4,2,0,0,1,0,0,0,3.729446194905256,0,1
34,17,9,1,1,0,1,4,0,0,0,1,0,0,0,3.7345216647797512,0,1
34,27,0,2,1,4,1,2,0,0,0,0,0,0,0,3.9545304475546974,0,1
33,24,1,2,0,0,1,3,0,0,0,1,0,0,0,4.053508854797678,0,1
44,35,1,2,0,0,1,3,0,0,0,1,0,0,0,3.9788640881880974,0,1
32,23,1,1,3,0,1,3,0,0,0,1,0,0,0,3.6753108689123635,0,1
52,26,18,2,1,10,1,6,0,0,0,1,0,0,0,3.9462227768165996,0,1
30,21,1,1,0,0,1,3,0,0,0,1,0,0,0,3.499227541723357,0,1
32,23,1,1,1,0,1,3,0,0,0,1,0,0,0,3.6753108689123635,0,1
31,23,1,1,1,0,1,3,0,0,0,0,0,0,0,3.6753108689123635,0,1
38,17,13,1,0,0,1,5,0,0,0,1,0,0,0,3.1751231351134606,0,1
26,17,1,1,0,0,1,3,0,0,0,1,0,0,0,3.1751231351134606,0,1
58,19,31,3,0,0,1,6,0,0,0,1,0,0,0,3.471354487013929,0,1
49,19,22,2,0,0,1,3,0,0,0,1,0,0,0,3.5368867237421675,0,1
39,30,1,2,0,4,1,3,0,0,0,1,0,0,0,3.9483943455364034,1,1
40,18,14,2,0,0,1,4,0,0,0,1,0,1,0,3.3082708345352603,0,1
42,25,9,3,1,0,1,3,0,0,0,1,0,0,0,3.9132696895151087,0,1
26,18,1,2,0,0,1,3,0,0,0,0,0,0,0,3.197159723424149,0,1
42,34,1,4,0,0,1,3,0,0,0,0,0,0,0,3.962031591059445,1,1
147,31,5,2,0,0,8,4,7,0,0,1,0,0,0,3.728389858773972,1,1
31,22,1,1,1,2,1,3,0,0,0,1,0,0,0,3.8796640049025943,0,1
40,22,10,2,1,2,1,3,0,0,0,1,0,0,0,3.8796640049025943,0,1
79,72,0,2,1,25,1,2,0,0,0,0,0,0,0,4.7198746126380335,0,1
39,11,10,2,1,0,2,3,1,0,0,1,0,0,0,3.095795255000934,0,1
43,26,9,3,1,0,1,3,0,0,0,1,0,0,0,3.921029621737615,0,1
42,25,9,3,1,0,1,3,0,0,0,1,0,0,0,3.623465189601647,0,1
36,27,1,1,3,0,1,3,0,0,0,1,0,0,0,3.884155094595804,0,1
43,27,8,1,3,0,1,3,0,0,0,1,0,0,0,3.884155094595804,0,1
94,33,53,5,0,8,2,5,0,0,1,1,0,0,0,4.354852073838348,0,1
742,26,16,3,15,175,21,4,11,0,0,1,0,0,0,3.459491160199154,1,1
37,28,1,2,0,0,1,3,0,0,0,1,0,0,0,3.4991695476615083,1,1
109,11,22,2,1,34,4,10,0,0,0,1,0,0,0,3.2776134368191157,0,1
36,27,1,2,0,4,1,3,0,0,0,1,0,0,0,3.6302753548819764,0,1
33,24,1,2,0,0,1,3,0,0,0,1,0,1,0,3.7516291673878226,0,1
27,18,1,1,0,0,1,3,0,0,0,1,0,0,0,3.3921472236645345,0,1
38,18,12,2,0,0,1,3,0,0,0,1,0,0,0,3.3921472236645345,0,1
44,18,17,2,0,0,2,3,0,0,0,1,0,0,0,3.3921472236645345,0,1
33,24,1,1,1,0,1,3,0,0,0,1,0,1,0,3.7720552088742005,0,1
42,24,10,2,1,0,1,3,0,0,0,1,0,1,0,3.7720552088742005,0,1
27,13,6,1,0,0,1,3,0,0,0,1,0,0,0,3.180832987205441,0,1
40,33,0,2,2,0,1,2,0,0,0,0,0,0,0,3.7148697866030833,1,1
42,33,1,2,2,0,1,3,0,0,0,1,0,0,0,3.7148697866030833,1,1
32,17,7,1,0,0,1,4,0,0,0,1,0,0,0,3.4548223999466057,0,1
43,12,23,1,0,9,1,5,0,0,0,1,0,0,1,3.584962500721156,0,1
42,11,23,1,0,2,1,5,0,0,0,1,0,0,0,3.095795255000934,0,1
42,11,23,1,0,2,1,5,0,0,0,1,0,0,0,2.8453509366224368,0,1
42,11,23,1,0,3,1,5,0,0,0,1,0,0,0,2.6635327548042547,0,1
42,11,23,1,0,3,1,5,0,0,0,1,0,0,0,3.095795255000934,0,1
41,10,23,1,0,3,1,5,0,0,0,1,0,0,0,3.1219280948873624,0,1
42,11,23,1,0,3,1,5,0,0,0,1,0,0,0,3.2776134368191157,0,1
72,42,22,3,2,8,1,3,0,0,0,1,0,1,0,4.050919888787394,0,1
25,11,6,1,0,2,1,3,0,0,0,1,0,0,0,3.095795255000934,1,1
25,11,6,1,0,0,1,3,0,0,0,1,0,0,0,3.095795255000934,1,1
25,11,6,1,0,0,1,3,0,0,0,1,0,0,0,3.095795255000934,1,1
25,11,6,1,0,0,1,3,0,0,0,1,0,0,0,3.095795255000934,1,1
25,11,6,1,0,1,1,3,0,0,0,1,0,0,0,3.095795255000934,1,1
25,11,6,1,0,1,1,3,0,0,0,1,0,0,0,3.095795255000934,1,1
25,11,6,1,0,0,1,3,0,0,0,1,0,0,0,3.095795255000934,1,1
25,11,6,1,0,0,1,3,0,0,0,1,0,0,0,3.095795255000934,1,1
25,11,6,1,0,0,1,3,0,0,0,1,0,0,0,3.095795255000934,1,1
25,11,6,1,0,2,1,3,0,0,0,1,0,0,0,3.095795255000934,1,1
25,11,6,1,0,1,1,3,0,0,0,1,0,0,0,3.095795255000934,1,1
25,11,6,1,0,1,1,3,0,0,0,1,0,0,0,3.095795255000934,1,1
25,11,6,1,0,2,1,3,0,0,0,1,0,0,0,3.095795255000934,1,1
25,11,6,1,0,1,1,3,0,0,0,1,0,0,0,3.095795255000934,1,1
27,13,6,1,0,0,1,3,0,0,0,1,0,0,0,3.238901256602631,0,1
67,53,6,2,2,0,1,4,0,0,0,1,0,1,0,4.22511403019066,0,1
46,21,17,3,0,0,1,7,0,0,0,1,0,0,0,3.7849418274376427,1,1
24,16,0,1,1,0,1,2,0,0,0,1,0,0,0,3.327819531114783,0,1
40,31,1,3,1,0,1,3,0,0,0,1,0,0,0,3.8245334068819115,1,1
38,31,0,3,1,0,1,2,0,0,0,0,0,0,0,3.8245334068819115,1,1
43,12,23,1,0,5,1,5,0,0,0,1,0,0,0,3.4182958340544896,0,1
43,12,23,1,0,4,1,5,0,0,0,1,0,0,0,3.2516291673878226,0,1
41,10,23,1,0,4,1,5,0,0,0,1,0,0,0,3.1219280948873624,0,1
72,64,0,2,1,24,1,2,0,0,0,1,0,0,0,4.234222954832899,0,1
42,11,23,1,0,4,1,5,0,0,0,1,0,0,0,3.095795255000934,0,1
22,13,1,1,1,0,1,3,0,0,0,1,0,0,0,3.0269868333592873,0,1
41,10,23,1,0,5,1,5,0,0,0,1,0,0,0,3.1219280948873624,0,1
42,11,23,1,0,4,1,5,0,0,0,1,0,0,0,3.0271691184406184,0,1
42,11,23,1,0,5,1,5,0,0,0,1,0,0,0,3.095795255000934,0,1
42,11,23,1,0,3,1,5,0,0,0,1,0,0,0,3.095795255000934,0,1
42,11,23,1,0,4,1,5,0,0,0,1,0,0,0,3.2776134368191157,0,1
42,11,23,1,0,4,1,5,0,0,0,1,0,0,0,2.6635327548042547,0,1
43,12,23,1,0,3,1,5,0,0,0,1,0,0,0,3.2516291673878226,0,1
42,11,23,1,0,4,1,5,0,0,0,1,0,0,0,3.095795255000934,0,1
42,11,23,1,0,4,1,5,0,0,0,1,0,0,0,3.2776134368191157,0,1
43,12,23,1,0,2,1,5,0,0,0,1,0,0,0,3.2516291673878226,0,1
43,12,23,1,0,4,1,5,0,0,0,1,0,0,0,3.2516291673878226,0,1
43,12,23,1,0,4,1,5,0,0,0,1,0,0,0,3.084962500721156,0,1
44,13,23,1,0,5,1,5,0,0,0,1,0,0,0,3.3927474104487847,0,1
43,12,23,1,0,5,1,5,0,0,0,1,0,0,0,3.2516291673878226,0,1
42,11,23,1,0,5,1,5,0,0,0,1,0,0,0,3.2776134368191157,0,1
42,11,23,1,0,4,1,5,0,0,0,1,0,0,0,2.6635327548042547,0,1
42,11,23,1,0,6,1,5,0,0,0,1,0,0,0,2.913977073182752,0,1
42,11,23,1,0,4,1,5,0,0,0,1,0,0,0,2.913977073182752,0,1
43,12,23,1,0,2,1,5,0,0,0,1,0,0,0,3.084962500721156,0,1
34,16,10,2,1,0,1,3,0,0,0,1,0,0,0,3.202819531114783,0,1
42,11,23,1,0,4,1,5,0,0,0,1,0,0,0,3.2776134368191157,0,1
67,43,16,3,2,14,1,5,0,0,0,1,0,0,0,4.443365626644182,1,1
29,12,9,1,0,1,1,4,0,0,0,1,0,0,0,3.084962500721156,0,1
27,12,7,1,0,1,1,3,0,0,0,1,0,0,0,3.084962500721156,0,1
27,8,11,1,0,3,1,3,0,0,0,1,0,0,0,3.0,0,1
51,38,1,2,0,17,2,3,1,0,0,1,0,0,0,4.240962710641206,1,1
47,38,1,2,0,16,1,3,0,0,0,1,0,0,0,4.240962710641206,1,1
94,30,56,3,1,24,1,5,0,0,0,1,0,0,0,3.856564762130954,0,1
29,12,9,1,1,0,1,3,0,0,0,1,0,0,0,3.084962500721156,0,1
48,16,24,2,0,2,1,5,0,0,0,1,0,0,0,3.202819531114783,1,1
20,7,5,1,0,1,1,3,0,0,0,1,0,0,0,2.521640636343318,0,1
71,15,26,4,1,20,3,5,1,0,0,1,0,1,0,3.640223928941852,0,1
31,22,1,1,0,0,1,3,0,0,0,1,0,0,0,3.481714572986073,0,1
33,24,1,2,2,0,1,3,0,0,0,1,0,0,0,3.8868421881310113,1,1
31,22,1,2,0,0,1,3,0,0,0,1,0,0,0,3.4594316186372973,1,1
43,36,0,2,1,5,1,2,0,0,0,0,0,0,0,4.065079515030719,0,1
35,26,1,2,3,0,1,3,0,0,0,1,0,0,0,3.7671834678914613,1,1
58,49,1,2,4,0,1,3,0,0,0,1,0,0,0,3.8975880994740324,0,1
38,22,8,2,0,0,1,4,0,0,0,1,0,0,0,3.4251185503571397,1,1
69,16,45,3,2,0,1,5,0,0,0,1,0,0,0,3.202819531114783,1,1
38,22,8,2,1,0,1,4,0,0,0,1,0,0,0,3.913977073182752,1,1
531,19,1,2,2,160,27,3,7,0,0,1,0,0,0,3.3660913291191923,1,1
36,28,0,2,0,1,1,2,0,0,0,1,0,0,0,3.7498677622562897,0,1
36,28,0,2,2,0,1,2,0,0,0,1,0,0,0,3.821296333684861,1,1
40,29,3,2,0,1,1,3,0,0,0,1,0,0,0,3.8234982365068824,1,1
37,29,0,2,0,1,1,2,0,0,0,1,0,0,0,3.8234982365068824,1,1
28,20,0,2,1,0,1,2,0,0,0,1,0,0,0,3.684183719779189,1,1
37,29,0,2,3,1,1,2,0,0,0,1,0,0,0,3.8664331502253835,1,1
35,27,0,2,2,0,1,2,0,0,0,1,0,0,0,3.9582291686698783,1,1
36,28,0,2,1,0,1,2,0,0,0,1,0,0,0,3.7264741182543757,1,1
30,22,0,2,1,0,1,2,0,0,0,1,0,0,0,3.6589934152538057,1,1
35,26,1,2,2,0,1,3,0,0,0,1,0,0,0,3.825251737288651,1,1
38,29,1,2,0,0,1,3,0,0,0,1,0,1,0,3.784897702756408,1,1
32,23,1,2,0,0,1,3,0,0,0,1,0,0,0,3.5555331514269954,1,1
50,41,1,2,2,0,1,3,0,0,0,1,0,0,0,3.682648725031325,1,1
45,16,21,2,0,0,1,5,0,0,0,1,0,0,0,3.202819531114783,1,1
51,16,27,2,0,0,1,5,0,0,0,1,0,0,0,3.202819531114783,1,1
157,33,16,2,3,1,6,3,5,0,0,1,0,0,0,3.9225895736416696,0,1
52,16,28,2,0,1,1,5,0,0,0,1,0,0,0,3.202819531114783,1,1
37,28,1,2,1,6,1,3,0,0,0,1,0,0,0,4.110577243331642,0,1
43,34,1,2,2,6,1,3,0,0,0,1,0,0,0,4.300554385304355,0,1
45,36,1,2,3,12,1,3,0,0,0,1,0,0,0,4.093400348604438,0,1
34,25,1,2,0,0,1,3,0,0,0,1,0,0,0,3.6194705707972523,0,1
38,29,1,2,1,0,1,3,0,0,0,1,0,0,0,3.9228287372391666,0,1
33,24,1,2,1,0,1,3,0,0,0,1,0,0,0,3.918295834054489,0,1
43,34,1,2,1,0,1,3,0,0,0,1,0,0,0,3.777776811456786,0,1
44,35,1,2,2,0,1,3,0,0,0,1,0,0,0,3.9532470324098186,0,1
35,26,1,2,1,6,1,3,0,0,0,1,0,0,0,4.085055102756477,0,1
31,22,1,2,0,0,1,3,0,0,0,1,0,0,0,3.7544418457133455,1,1
41,32,1,2,2,12,1,3,0,0,0,1,0,0,0,3.9681390622295662,0,1
46,37,1,2,2,0,1,3,0,0,0,1,0,0,0,4.121219243831912,0,1
48,39,1,2,2,12,1,3,0,0,0,1,0,0,0,4.2849009365890725,0,1
29,20,1,2,0,5,1,3,0,0,0,1,0,0,0,3.584183719779189,1,1
34,25,1,2,2,6,1,3,0,0,0,1,0,0,0,4.133660689688186,0,1
31,22,1,2,0,0,1,3,0,0,0,1,0,0,0,3.8796640049025943,0,1
47,38,1,2,0,2,1,3,0,0,0,1,0,1,0,4.023471592049353,0,1
57,48,1,2,3,6,1,3,0,0,0,1,0,0,0,4.420914521951839,0,1
33,24,1,2,1,6,1,3,0,0,0,1,0,0,0,4.136842188131012,0,1
34,25,1,2,1,6,1,3,0,0,0,1,0,0,0,3.8634651896016474,0,1
35,26,1,2,0,0,1,3,0,0,0,1,0,0,0,3.873140679513133,0,1
42,33,1,2,1,6,1,3,0,0,0,1,0,0,0,4.161987589698946,0,1
38,29,1,2,1,6,1,3,0,0,0,1,0,0,0,4.280226253673659,0,1
39,30,1,2,0,0,1,3,0,0,0,1,0,0,0,3.781076011914607,0,1
42,33,1,2,0,0,1,3,0,0,0,1,0,0,0,3.9683403313485464,1,1
37,28,1,2,0,0,1,3,0,0,0,1,0,0,0,3.842370993177109,1,1
42,33,1,2,3,0,1,3,0,0,0,1,0,0,0,3.8391081341821707,1,1
47,38,1,2,1,6,1,3,0,0,0,1,0,0,0,4.13197035669183,0,1
29,20,1,2,0,0,1,3,0,0,0,1,0,0,0,3.484183719779189,1,1
38,29,1,2,1,6,1,3,0,0,0,1,0,0,0,4.349191770915039,0,1
35,26,1,2,1,6,1,3,0,0,0,1,0,0,0,4.132944044980959,0,1
50,41,1,2,1,6,1,3,0,0,0,1,0,0,0,4.236230822885472,0,1
45,36,1,2,3,12,1,3,0,0,0,1,0,0,0,4.18354236243323,0,1
39,30,1,2,1,1,1,3,0,0,0,1,0,0,0,3.939572261986723,1,1
34,25,1,2,1,0,1,3,0,0,0,1,0,0,0,3.7532696895151085,0,1
43,34,1,2,1,0,1,3,0,0,0,1,0,0,0,3.9254106352407234,0,1
30,21,1,2,0,1,1,3,0,0,0,1,0,0,0,3.880179922675738,1,1
38,29,1,2,0,4,1,3,0,0,0,1,0,0,0,4.1162646156680225,0,1
41,32,1,2,1,6,1,3,0,0,0,1,0,0,0,4.226409765557392,0,1
35,26,1,2,1,6,1,3,0,0,0,1,0,0,0,3.979097891134805,0,1
39,30,1,2,1,7,1,3,0,0,0,1,0,0,0,4.2817276788697365,0,1
44,35,1,2,2,6,1,3,0,0,0,1,0,0,0,4.025591860285233,0,1
35,26,1,2,0,0,1,3,0,0,0,1,0,0,0,3.7192945256669794,0,1
34,25,1,2,2,6,1,3,0,0,0,1,0,0,0,3.973660689688186,0,1
40,31,1,2,0,0,1,3,0,0,0,1,0,0,0,3.84888461662912,0,1
37,28,1,2,1,6,1,3,0,0,0,1,0,0,0,4.110577243331642,0,1
41,32,1,2,0,0,1,3,0,0,0,1,0,0,0,3.8011085007312415,0,1
37,28,1,2,0,0,1,3,0,0,0,1,0,0,0,3.699513850319966,1,1
29,20,1,2,0,0,1,3,0,0,0,1,0,0,0,3.784183719779189,1,1
48,39,1,2,2,6,1,3,0,0,0,1,0,0,0,4.038499898783,0,1
45,36,1,2,3,12,1,3,0,0,0,1,0,0,0,3.9403510429286897,0,1
35,26,1,2,1,6,1,3,0,0,0,1,0,0,0,4.0081320258334,0,1
31,22,1,2,1,0,1,3,0,0,0,1,0,0,0,3.6069367321753214,1,1
31,22,1,2,0,0,1,3,0,0,0,1,0,0,0,3.550340709546388,1,1
41,32,1,2,1,9,1,3,0,0,0,1,0,0,0,4.0746987351738495,0,1
38,29,1,2,1,6,1,3,0,0,0,1,0,0,0,4.090234012145144,0,1
